sku,brand,name,size,net_weight,weight_unit,net_volume,volume_unit,gross_weight,gross_weight_unit,parent_category,child_category,description,ingredients,allergen_advice,storage_instructions,energy_kj,enery_kcal,protein,carbohydrates,of_which_sugars,fat,of_which_saturates,fibre,sodium,vitamin_A,VATable,country_of_origin,address,EAN
360636,Wing Yip,Wing Yip Superior Dark Soy Sauce ,,150,ml,,,0.371,kg,Sauces and pastes ,Soya Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious culinary heritage."" First made over 3,000 years ago by the Chinese, Soy Sauce is made by fermenting soya beans with wheat, salt and sugar. Used in braised dishes and stews this dark sauce can also be used (sparingly) as a dipping sauce. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT, SUITABLE FOR VEGETARIANS AND NO HYDROGENATED FAT","Raw Soy Sauce (Water, Soybean, Salt, Wheat Flour), Colour: Caramel, Sugar, Salt, Thickener: Modified Tapioca Starch, Acidity Regulator: Lactic Acid, Flavour Enhancer: Monosodium Glutamate, Disodium Guanylate; Preservative: Sodium Benzoate",CONTAINS WHEAT FLOUR AND SOYA,"Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 6 months.",462,110,1.8g,26.4g,17.0g,trace,0.0g,0.6g,7.2g,,3,PRODUCED IN MALAYSIA,Made for W.Wing Yip plc. B7 5NT,5027659572257
086124,Wing Yip,Wing Yip Superior Dark Soy Sauce ,,2000,ml,,,2.654,kg,Sauces and pastes ,Soya Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious culinary heritage."" First made over 3,000 years ago by the Chinese, Soy Sauce is made by fermenting soya beans with wheat, salt and sugar. Used in braised dishes and stews this dark sauce can also be used (sparingly) as a dipping sauce. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT, SUITABLE FOR VEGETARIANS AND NO HYDROGENATED FAT","Raw Soy Sauce (Water, Soybean, Salt, Wheat Flour), Colour: Caramel, Sugar, Salt, Thickener: Modified Tapioca Starch, Acidity Regulator: Lactic Acid, Flavour Enhancer: Monosodium Glutamate, Disodium Guanylate; Preservative: Sodium Benzoate",CONTAINS WHEAT FLOUR AND SOYA,"Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 6 months.",462,110,1.8g,26.4g,17.0g,trace,0.0g,0.6g,7.2g,,3,PRODUCED IN MALAYSIA,Made for W.Wing Yip plc. B7 5NT,8888118630737
104448,Wing Yip,Wing Yip Hoi Sin Sauce,,270,ml,,,0.56,kg,Sauces and pastes ,Stir Fry Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious culinary heritage."" Originating from Southern China, Hoi Sin Sauce's distinctive flavour comes from its blend of yellow beans and Chinese plums. Renowned as a delicious condiment for Peking Duck, it can also be used to add a barbeque flavour to pork ribs and roast pork. Spread the sauce on Chinese PANCAKES and top with shredded duck, spring onions and cucumber. Alternatively, cook spare ribs until tender and GLAZE with Hoi Sin Sauce, returning to the oven until cooked or finishing off on the barbecue. Make a DIPPING sauce, mixing 2 tbsp. of Hoi Sin Sauce, 2 tbsp. of hot water, a few drops of pure sesame oil, toasted sesame seeds and chopped spring onions. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT, SUITABLE FOR VEGETARIANS AND NO HYDROGENATED FAT","Water, Crushed Yellow Bean (22%) (Fermented Salted Soya Bean (Soya Bean (17%), Wheat Flour, Salt, Water), Soya Sauce (Water, Soya Bean, Salt, Wheat Flour) Sugar, Colour: Plain Caramel, Preservative: Potassium Sorbate), Sugar, Non Brewed Condiment (Acetic Acid, Water), Plum Paste (2.7%) (Plum (68%), Water, Sugar, Citric Acid, Salt), Vegetable Oil, Modified Maize Starch, Onion Powder, Spices, Salt, Colour: Plain Caramel",CONTAINS WHEAT FLOUR AND SOYA. MAY CONTAIN TRACES OF CELERY OR MUSTARD SEED,"Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",874,208,1.4g,42.0g,34.8g,4.25g,0.8g,1.5g,2.1g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499007608
086157,Wing Yip,Wing Yip Hoi Sin Sauce Drum,,2000,ml,,,2.562,kg,Sauces and pastes ,Stir Fry Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious culinary heritage."" Originating from Southern China, Hoi Sin Sauce's distinctive flavour comes from its blend of yellow beans and Chinese plums. Renowned as a delicious condiment for Peking Duck, it can also be used to add a barbeque flavour to pork ribs and roast pork. Spread the sauce on Chinese PANCAKES and top with shredded duck, spring onions and cucumber. Alternatively, cook spare ribs until tender and GLAZE with Hoi Sin Sauce, returning to the oven until cooked or finishing off on the barbecue. Make a DIPPING sauce, mixing 2 tbsp. of Hoi Sin Sauce, 2 tbsp. of hot water, a few drops of pure sesame oil, toasted sesame seeds and chopped spring onions. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT, SUITABLE FOR VEGETARIANS AND NO HYDROGENATED FAT","Water, Crushed Yellow Bean (22%) (Fermented Salted Soya Bean (Soya Bean (17%), Wheat Flour, Salt, Water), Soya Sauce (Water, Soya Bean, Salt, Wheat Flour) Sugar, Colour: Plain Caramel, Preservative: Potassium Sorbate), Sugar, Non Brewed Condiment (Acetic Acid, Water), Plum Paste (2.7%) (Plum (68%), Water, Sugar, Citric Acid, Salt), Vegetable Oil, Modified Maize Starch, Onion Powder, Spices, Salt, Colour: Plain Caramel",CONTAINS WHEAT FLOUR AND SOYA. MAY CONTAIN TRACES OF CELERY OR MUSTARD SEED,"Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",874,208,1.4g,42.0g,34.8g,4.25g,0.8g,1.5g,2.1g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499008636
092999,Wing Yip,Wing Yip Black Bean Sauce,,250,ml,,,0.522,kg,Sauces and pastes ,Stir Fry Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products gives you a real taste of China's illustrious culinary heritage."" Renowned for its distinctive aroma and flavours, Black Bean Sauce is a key ingredient in classical Chinese cuisine. Our recipe uses the finest black beans, sourced from the Far East. Using as a STIR-FRY sauce, heat oil in a wok, adding some roughly chopped onions and diced chicken or beef. Add the sauce and fry until cooked, adding water as required. Finally, add some chopped peppers and garnish with spring onions. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT AND NO HYDROGENATED FAT","Water, Sugar, Salted Black Beans (7%) (Black Beans (50%), Water, Salt), Modified Maize Starch, Flavour Enhancer: Monosodium Glutamate, Vegetable Oil, Salt, Oyster Sauce (Water, Sugar, Salt, Modified Maize Starch, Flavour Enhancer: Monosodium Glutamate, Oyster Essence (1.3%) (Water, Flavourings (Includes Molluscs), Colour: Plain Caramel), Mushroom Soya Sauce (Water, Soya Beans, Salt, Sugar, Wheat Flour, Extract of Mushroom), Colour: Plain Caramel, Preservative: Acetic Acid), Onion Powder, Colour: Plain Caramel, Preservative: Citric Acid, Mushroom Soya Sauce (Water, Soya Beans, Salt, Sugar, Wheat Flour, Extract of Mushroom), Preservative: Acetic Acid","CONTAINS WHEAT FLOUR, SOYA AND MOLLUSCS. MAY CONTAIN TRACES OF CELERY OR MUSTARD SEED","Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 10 days.",423,100,3.5g,16.5g,11.4g,3.1g,0.6g,1.3g,1.8g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499007288
092965,Wing Yip,Wing Yip Curry Concentrate Chinese,,,,250,g,0.474,kg,Sauces and pastes ,Curry sauces and pastes ,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious culinary heritage."" Our popular and easy-to-use curry paste is a special blend of curry spices combined with coconut cream which gives great results with meat, vegetables and potato. Enjoy this curry sauce with chips as typically served in takeaways. To make up sauce, mix 1 part curry paste with 3-4 parts water and bring to the boil. To make a simple and creamy curry, fry some chopped onion and diced chicken, add curry paste mixture, stir and simmer until chicken is cooked. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT AND NO HYDROGENATED FAT","Wheat Flour, Vegetable Oil, Curry Powder (12.4%) (Coriander, Chilli, Cumin, Turmeric, Fennel Seed, Mustard Seed, Fenugreek, Black Pepper), Salt, Water, Flavour Enhancer: Monosodium Glutamate, Coconut Cream (1.5%), Spice (0.9%), Onion Powder",CONTAINS WHEAT FLOUR AND MUSTARD SEED. MAY CONTAIN TRACES OF CELERY OR SOYA,"Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",2191,528,6.8g,34.6g,1.6g,42.2g,10.7g,5.9g,1.7g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499007325
104430,Wing Yip,Wing Yip Plum Sauce,,270,ml ,,,0.571,kg,Sauces and pastes ,Stir Fry Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious and culinary heritage."" Made from selected Chinese plums, our Plum Sauce is the perfect accompaniment to any duck dish. Fruity and indulgent, it also makes an excellent dipping sauce for any occasion. Plum Sauce can be spread onto Chinese PANCAKES or lettuce leaves, then filled with cooked shredded duck. Use as a GLAZE, by mixing with equal amounts of water and brushing on roast duck or goose for the last 10 minutes of cooking. Alternatively, Plum Sauce can be used to create a tasty DIPPING sauce. Simply mix with an equal amount of water and serve. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT, SUITABLE FOR VEGETARIANS AND NO HYDROGENATED FATA","Sugar, Water, Plum Paste (14%) (Plum (68%), Water, Sugar, Citric Acid, Salt), Modified Maize Starch, Salt, Plum Halves in Syrup (2%) Plum (58%), Water, Sugar), Preservative: Acetic Acid","MAY CONTAIN TRACES OF CELERY, MUSTARD SEED, WHEAT FLOUR OR SOYA","Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",1002,236,0.1g,57.3g,51.7g,0.6g,0.4g,0.3g,1.7g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499007585
086157,Wing Yip,Wing Yip Plum Sauce Drum,,2000,ml,,,2.722,kg,Sauces and pastes ,Stir Fry Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious and culinary heritage."" Made from selected Chinese plums, our Plum Sauce is the perfect accompaniment to any duck dish. Fruity and indulgent, it also makes an excellent dipping sauce for any occasion. Plum Sauce can be spread onto Chinese PANCAKES or lettuce leaves, then filled with cooked shredded duck. Use as a GLAZE, by mixing with equal amounts of water and brushing on roast duck or goose for the last 10 minutes of cooking. Alternatively, Plum Sauce can be used to create a tasty DIPPING sauce. Simply mix with an equal amount of water and serve. For further recipe ideas visit us at www.wingyip.com VERSATILE, QUICK AND CONVENIENT, SUITABLE FOR VEGETARIANS AND NO HYDROGENATED FATA","Sugar, Water, Plum Paste (14%) (Plum (68%), Water, Sugar, Citric Acid, Salt), Modified Maize Starch, Salt, Plum Halves in Syrup (2%) Plum (58%), Water, Sugar), Preservative: Acetic Acid","MAY CONTAIN TRACES OF CELERY, MUSTARD SEED, WHEAT FLOUR OR SOYA","Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",1002,236,0.1g,57.3g,51.7g,0.6g,0.4g,0.3g,1.7g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499008650
093021,Wing Yip,Wing Yip Sweet Chilli Sauce (Medium),,150,ml,,,0.386,kg,Sauces and pastes ,Stir Fry Sauces,"The heat from the finest ground chillies is tempered with the addition of Chinese plums making this Sweet Chilli Sauce a superior and pleasing condiment, perfect for every occasion.

 Use this sauce as a dipping sauce with prawn crackers or spring rolls; or as a glaze by pouring over cooking meat and returning to a hot oven to caramelise.  Flavour noodles by tossing them in Sweet Chilli Sauce.","Water, Sugar, Plum Paste (11.5%) (Plum 68%), Water Sugar, Citric Acid, Salt), Salt, Modified Maize Starch, Red Pepper Powder, Thickener, Cellulose Gum, Citric Acid, Chilli Powder (1%), Concentrated Lemon Juice, Preservative: Acetic Acid","MAY CONTAIN TRACES OF CELERY, MUSTARD SEED, WHEAT FLOUR OR SOYA","Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",702,165,0.3g,40.1g,37.7g,0.7g,0.3g,0.7g,1.0g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499008612
086066,Wing Yip,Wing Yip Sweet Chilli Sauce (Medium) Crum,,2000,ml,,,2.506,kg,Sauces and pastes ,Stir Fry Sauces,"The heat from the finest ground chillies is tempered with the addition of Chinese plums making this Sweet Chilli Sauce a superior and pleasing condiment, perfect for every occasion.

 Use this sauce as a dipping sauce with prawn crackers or spring rolls; or as a glaze by pouring over cooking meat and returning to a hot oven to caramelise.  Flavour noodles by tossing them in Sweet Chilli Sauce.","Water, Sugar, Plum Paste (11.5%) (Plum 68%), Water Sugar, Citric Acid, Salt), Salt, Modified Maize Starch, Red Pepper Powder, Thickener, Cellulose Gum, Citric Acid, Chilli Powder (1%), Concentrated Lemon Juice, Preservative: Acetic Acid","MAY CONTAIN TRACES OF CELERY, MUSTARD SEED, WHEAT FLOUR OR SOYA","Store in a cool, dry place and away from direct sunlight. Once opened refrigerate and use within 1 month. ",702,165,0.3g,40.1g,37.7g,0.7g,0.3g,0.7g,1.0g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,5013499008551
086108,Wing Yip ,Wing Yip Blended Sesame Oil Drum,,2000,ml,,,1.977,kg,Oils & Vinegars,Oils,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious and culinary heritage."" An aromatic oil with a definite nutty aroma made from pressed sesame seeds. A few drops added to Oriental dishes, in marinades, or at the end of cooking is all that is needed to add that subtle but unmistakable note of flavour. Adds flavour to MARINADES. A few drops to finish a STIR-FRY will add a unique flavour.","Soya Oil (70%), Sesame Oil (30%)",Contains Sesame Seeds,Store in a cool dry place and away from direct sunlight. Once opened refrigerate and use within 6 months.,3704,881,0g,0g,0g,1000g,14.6g,0g,0.005g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,8888118630812
086074,Wing Yip,Wing Yip Chilli and Garlic Sauce,,2000,ml,,,2.372,kg,Sauces and pastes ,Stir Fry Sauces,"""Now you too can recreate authentic Chinese cuisine at home. Our range of products give you a real taste of China's illustrious and culinary heritage."" A tangy sauce made from crushed garlic and chillies. Wing Yip Chilli and Garlic Sauce adds extra flavour and spice to roast pork, duck or chicken. Serve on the side as a DIP or STIR-FRY into hot noodles with some light soy sauce and chopped spring onions.","Water, Sugar, Chilli (20%), Tomato Paste, Garlic (10%) Modified, Tapioca Starch, Ginger, Acidity Regulator: Citric Acid, Thickener: Guar Gum, Soy Sauce (Water, Soya Bean, Salt, Wheat Flour); Flavouring; Garlic Aquaresin, Salt.",Contains Soya and Wheat Flour,Store in a cool dry place and away from direct sunlight. Once opened refrigerate and use within 6 months.,474,113,1.3g,26.6g,21.2g,0.4g,0.1g,1.5g,0.8g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,8888118630782
112961,Wing Yip,Wing Yip Thai Chilli Sauce,,2000,ml,,,2.505,kg,Sauces and pastes ,Stir Fry Sauces,"Made from a special blend of Asian spices. This is an ideal sauce for  dipping savoury appetizers. However, it can also be used as a sauce ingredient to increase spiciness and zest to your dishes.
","Sugar, water, chilli(20%), garlic, food acid(acetic/E260), vegetable gum(E412/E415)",,After opening keep refrigerated and use within one month.,862,206,1.0g,46.2g,38..1g,1.6g,0.3g,1.8g,0.98g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,8888118630829
086140,Wing Yip,Wing Yip Vegetarian Mushroom Sauce,,2000,ml,,,2.494,kg,Sauces and pastes ,Stir Fry Sauces,"A quality product made with 100% vegetarian ingredients with no added MSG, specially prepared for the health conscious. It is an excellent sauce for braising dipping and instantly improves the flavour of all savoury dishes, vegetables, noodles, soups and gravies.","Water, Sugar, Salt, Mushroom Powder (5%), Modified Starch (E1422, E1442), Wheat Flour, Yeast Extract, Colour (Caramel/E150c), Stabiliser (E415), Food Acid (Lactic/E270), Flavour Enhancer (E631), Preservative (Sodium Benzoate/E211)",,After opening keep refrigerated and use within one month.,492,118,0.9g,24.7g,15.1g,0.1g,0g,1.3g,3.7g,,3,PRODUCED IN THE UK,Made for W.Wing Yip plc. B7 5NT,8888118630720
003707,Maggi,Maggi Liquid Seasoning,,100,ml,,,0.257,kg,Ingredients and Seasoning,Seasonings,"Instantly improve the flavour of soups, gravies, meat, vegetable dishes and salads by adding MAGGI LIQUID SEASONING drop by drop to taste. SUITABLE FOR VEGETARIANS","Hydrolysed vegetable protein (water, wheat protein, salt), water, Flavourings, Flavour Enhancer (monosodium glutamate, disodium inosinate), Salt, Sugar.",,"Store in a cool, dry place",444,104,15.5g,10.0g,,<0.1g,,,,,3,PRODUCED IN THE UK,"PO BOX 207, York, YO91 1XY",8715000029723
